name,rest_type
Samarkand,Casual Dining
The Biere Club,Pub
The Biere Club,Microbrewery
Smoke House Deli,Casual Dining
Spice Terrace - JW Marriott,Fine Dining
Spice Terrace - JW Marriott,Microbrewery
Carnatic,Casual Dining
SkyDeck By Sherlock's,Pub
SkyDeck By Sherlock's,Casual Dining
Green Theory,Casual Dining
Green Theory,Cafe
Alchemy - The Chancery Pavilion,Microbrewery
Alchemy - The Chancery Pavilion,Casual Dining
Portland Steakhouse & Cafe,Casual Dining
Koshy's,Casual Dining
Sanchez,Lounge
1Q1,Casual Dining
1Q1,Bar
The Only Place,Casual Dining
Tandoor,Fine Dining
RockSalt,Bar
RockSalt,Casual Dining
Mainland China,Casual Dining
Mainland China,Bar
Harima,Casual Dining
Caperberry,Fine Dining
Rasovara,Casual Dining
Toscano,Casual Dining
Meghana Foods,Casual Dining
Dindigul Thalappakatti,Casual Dining
Truffles,Cafe
Sotally Tober,Bar
Sotally Tober,Casual Dining
Café Felix,Casual Dining
Café Felix,Cafe
Tiamo - Conrad Bengaluru,Fine Dining
Barbeque Nation,Casual Dining
Hoppipola,Lounge
Mahesh Lunch Home,Casual Dining
Tree Tops Bar & Kitchen,Casual Dining
Tree Tops Bar & Kitchen,Bar
The White Room - Coffee & Kitchen,Cafe
Matteo Coffea,Cafe
Cubbon Pavilion - ITC Gardenia,Fine Dining
Sakae Japanese Restaurant,Casual Dining
KC Das,Sweet Shop
KC Das,Quick Bites
Chianti,Casual Dining
Alba - JW Marriott Bengaluru,Fine Dining
Green Onion,Casual Dining
Le Jardin - The Oberoi,Fine Dining
BBQ@52,Casual Dining
Bang - The Ritz-Carlton,Lounge
Konark Vegetarian Restaurant,Casual Dining
The Spice Bazaar,Casual Dining
The Spice Bazaar,Bar
Easy Tiger,Bar
Easy Tiger,Casual Dining
Bheema's,Casual Dining
Capri Gastrobar,Bar
Capri Gastrobar,Casual Dining
Cafe Mozaic - Taj MG Road Bengaluru,Casual Dining
Cafe Mozaic - Taj MG Road Bengaluru,Cafe
Salvadores,Fine Dining
Cafe Noir,Casual Dining
Bangalore Pub Exchange,Pub
Bangalore Pub Exchange,Casual Dining
The Open Box,Casual Dining
The Open Box,Bar
Sriracha,Casual Dining
Russh Gastropub,Pub
Naachiyar's,Casual Dining
The Rice Bowl,Casual Dining
The Rice Bowl,Bar
Carnival de Goa,Casual Dining
Carnival de Goa,Bar
Ente Keralam,Casual Dining
Smally's Resto Cafe,Cafe
The Konkan - Seafood Restaurant,Casual Dining
BLOW,Cafe
ASEAN - On The Edge,Casual Dining
RS Shiv Sagar,Casual Dining
Republic Of Noodles - Lemon Tree Premier,Casual Dining
20 Feet High,Casual Dining
20 Feet High,Bar
Hotel Tom's Restaurant,Casual Dining
Mahjong Room - WelcomHotel Bengaluru,Casual Dining
The Market - The Ritz-Carlton,Fine Dining
Cafe Kaara,Cafe
Benjarong,Casual Dining
WelcomCafe Jacaranda - WelcomHotel Bengaluru,Fine Dining
Mikusu - Conrad Bengaluru,Fine Dining
Amber Rush Restobar,Pub
Anupam's Coast II Coast,Casual Dining
Kebabs & Kurries - ITC Gardenia,Fine Dining
Japan Travel Cafe Azuki,Cafe
Little Green Cafe,Cafe
Little Green Cafe,Casual Dining
Coconut Grove,Casual Dining
Coconut Grove,Bar
Pashto,Casual Dining
Smaaash,Casual Dining
Smaaash,Pub
Season - Adarsh Hamilton,Casual Dining
Edo Restaurant & Bar - ITC Gardenia,Fine Dining
Hamza,Casual Dining
Café Mor'ish,Cafe
Roomali,Casual Dining
Riwaz - The Ritz-Carlton,Fine Dining
Riwaz - The Ritz-Carlton,Bar
Slo' Food Co.2,Casual Dining
Kudla - Hotel Ramanashree,Casual Dining
Oye Amritsar,Casual Dining
The Grill House,Casual Dining
The Grill House,Bar
My Space - WelcomeHotel Bengaluru,Bar
Chin Lung Resto Bar,Bar
Skoolroom,Cafe
Puran da Dhaba - The Pride Hotel,Casual Dining
Puran da Dhaba - The Pride Hotel,Bar
Teppan Japanese Grill & Sushi Bar,Casual Dining
Red Onion,Casual Dining
Indian Durbar - Conrad Bengaluru,Fine Dining
Cafe Mangii,Casual Dining
Qissa Khawani,Casual Dining
Ging - Royal Orchid Central,Bar
Ging - Royal Orchid Central,Casual Dining
Memories of China - Taj MG Road Bengaluru,Fine Dining
Fuel Resto Bar,Bar
Ithaca - The Chancery Pavilion,Fine Dining
The Lantern Restaurant & Bar - The Ritz-Carlton...,Fine Dining
The Lantern Restaurant & Bar - The Ritz-Carlton...,Bar
Bootlegger,Pub
Foodhall,Casual Dining
Wolf'ish,Cafe
Tiger Trail - Ramada Hotel,Casual Dining
Tiger Trail - Ramada Hotel,Bar
Somilan Steak House,Casual Dining
Chung Wah,Casual Dining
Peace Restaurant,Casual Dining
Mani's Dum Biryani,Casual Dining
Urban Solace - Café for the Soul,Cafe
Urban Solace - Café for the Soul,Casual Dining
Matsuri - The Chancery Hotel,Casual Dining
Matsuri - The Chancery Hotel,Bar
Utse Kitchen,Casual Dining
Ice - Taj MG Road Bengaluru,Club
Peppa Zzing,Cafe
EatWater,Casual Dining
EatWater,Bar
Kabab Korner,Casual Dining
i-Bar - The Park Bangalore,Lounge
The Courtyard,Cafe
Imperial Restaurant,Casual Dining
Marzipan @ The Bohemian House,Cafe
The Bengaluru Brasserie - Hyatt Centric MG Road,Casual Dining
Citrus Cafe - Lemon Tree Premier,Casual Dining
Cafe Imroze,Cafe
Cafe Imroze,Casual Dining
Fort Kochi,Casual Dining
Fort Kochi,Bar
Ayda Persian Kitchen,Casual Dining
The Egg Factory,Casual Dining
Lotus Pavilion - ITC Gardenia,Fine Dining
Nossa Goa,Casual Dining
Chugg,Pub
Happy Belly Bakes,Cafe
Happy Belly Bakes,Bakery
The Good Grain,Casual Dining
New Hilal Restaurant,Casual Dining
Cafe Cassia& Deli,Casual Dining
Cafe Cassia& Deli,Cafe
Scottish Pub,Bar
Palmgrove,Casual Dining
The Biryani Paradise,Quick Bites
Tasting Room - Bengaluru Oota Company,Casual Dining
Taj Hotel,Casual Dining
Parika Multicuisine Restaurant,Casual Dining
WYT RestroPub,Pub
MTR 1924,Quick Bites
Desi Inn,Quick Bites
The Oriental Spice - Ashraya Hotel,Casual Dining
Sagar Delicacy,Casual Dining
Revoli Hotel,Casual Dining
ThrowBack - Pub & Dine,Bar
ThrowBack - Pub & Dine,Casual Dining
Shyvan Restaurant,Casual Dining
Pinxx - Royal Orchid Central,Casual Dining
Swathi Deluxe Restaurant,Casual Dining
Monsoon - The Park Bangalore,Fine Dining
The Blackboard Bakery,Cafe
The Blackboard Bakery,Bakery
Al Noor,Quick Bites
Kamat Hotel,Casual Dining
Cafe Treat - The Pride Hotel,Casual Dining
KKR FOODIES,Quick Bites
Woody's,Casual Dining
Little Chef,Casual Dining
Fresh Pressery Cafe,Cafe
Fresh Pressery Cafe,Quick Bites
South Parade - The Chancery Hotel,Casual Dining
South Parade - The Chancery Hotel,Bar
Mint Masala,Casual Dining
Downtown,Pub
The Lobby Lounge - The Ritz-Carlton,Casual Dining
The Ritz-Carlton Bar - The Ritz-Carlton,Lounge
Sphyre - Gateway Hotel,Lounge
The Café @ Saanchi,Cafe
Slounge - Lemon Tree Premier,Lounge
Skyline Family Restaurant,Casual Dining
A2B - Adyar Ananda Bhavan,Casual Dining
Tewari Bros Mithai Shoppie,Sweet Shop
Strikers Sports Bar and Music,Bar
Polo Club - The Oberoi,Fine Dining
Tata Cha,Beverage Shop
Tata Cha,Cafe
Moto Store & Café,Cafe
Atomic Lab,Casual Dining
Atomic Lab,Bar
Bar UNO - JW Marriott Bengaluru,Lounge
Sidewalk Cafe - Nahar's Heritage Hotel,Casual Dining
Szechwan Court - The Oberoi,Fine Dining
Rahhams,Casual Dining
Kabab Magic,Casual Dining
Curry with a 'K' - St. Mark's Hotel,Casual Dining
Shaadi Ki Biryani,Casual Dining
Halli Oota,Casual Dining
Driven Cafe,Cafe
Soul Cafe,Cafe
Barista,Cafe
Chaithanya Delicacy,Casual Dining
Beijing Bites,Casual Dining
Liquid Lounge - Hyatt Centric MG Road,Lounge
Wazir's,Casual Dining
Retro Lounge Bar,Bar
The Lobby Brew - Conrad Bengaluru,Cafe
Northern Gate- Gateway Hotel,Casual Dining
Canopy,Casual Dining
Cafe @ Elanza,Casual Dining
Cafe @ Elanza,Cafe
Cafe 22,Cafe
Chai Ki Tapri,Cafe
Mighty Small,Casual Dining
Mighty Small,Bar
White Plate,Casual Dining
White Plate,Bar
The Hub - Ibis Hotel,Bar
No 10 Fort Cochin,Casual Dining
Chai Point,Beverage Shop
Chai Point,Quick Bites
Tiffanys,Casual Dining
Cafe Cerrise,Cafe
Nithyothsav - Hotel Ramanashree,Casual Dining
Cafe Monarch Luxur,Casual Dining
Jaisalmer,Casual Dining
Sunehri,Casual Dining
Page 3 Multicuisine Restaurant & Bar,Bar
Kadamba Foodline,Casual Dining
Ottimo - ITC Gardenia,Fine Dining
Stir Fry,Casual Dining
MM Bar & Restaurant,Bar
Coco Grove Beer Cafe,Casual Dining
Bread and Circus,Cafe
Funjabi,Casual Dining
AM Biryani Junction,Quick Bites
Manhattan,Bar
Mehendi,Casual Dining
Gowdara Naati Mane,Casual Dining
Nandhini Paradise,Casual Dining
Nandhini Paradise,Bar
Aathithya,Casual Dining
The Lounge - The Chancery Pavilion,Casual Dining
VT Sindhur Veg,Casual Dining
Alibi - Maya International Hotel,Casual Dining
Nagashree's,Casual Dining
Mughals Restaurant,Casual Dining
Norsha Caffe,Cafe
No 10 Fort Cochin,Casual Dining
Unicorn Bar & Restaurant,Casual Dining
Unicorn Bar & Restaurant,Bar
Murugan Mess,Mess
Luscious - St. Mark's Hotel,Lounge
Spice It,Casual Dining
Lifetree Café,Casual Dining
The Perfect Stop,Quick Bites
Petoo,Casual Dining
Taste Of Kerala,Casual Dining
The Charlton Bar,Bar
Amnesia - The Poolside Bar,Casual Dining
Amnesia - The Poolside Bar,Bar
RR Catering,Quick Bites
Dasaprakash Cafe,Cafe
Lotus Royal Cuisine,Casual Dining
Grill 99 - The Ritz-Carlton,Fine Dining
Green Paprika,Casual Dining
The Bao Belly,Cafe
Bhartiya Jalpan,Casual Dining
Malabar Kitchen,Quick Bites
Soul City,Casual Dining
Ozaa,Casual Dining
The Coffee Bean & Tea Leaf,Cafe
Wangs Kitchen,Casual Dining
C Sharp Kitchen,Casual Dining
Casa Express,Quick Bites
Berrylicious Cafe,Casual Dining
Berrylicious Cafe,Cafe
Kamat's Palate Korner,Casual Dining
Mamma Mexicana,Casual Dining
Glen's Bakehouse,Bakery
Glen's Bakehouse,Cafe
Airlines Hotel,Quick Bites
Siddiqu Kabab Center,Quick Bites
The Bundle Co.,Quick Bites
Khazana Food Paradise,Quick Bites
Bhagatram Sweets,Quick Bites
Mandarin Box,Quick Bites
Indian Coffee House,Quick Bites
Amritsari Kulcha Bite,Quick Bites
99 Pancakes,Dessert Parlor
Siddappa Hotel,Quick Bites
Lakeview Milkbar,Dessert Parlor
Lakeview Milkbar,Cafe
eat.fit,Quick Bites
Leon Grill,Quick Bites
Kentacky Chicken Corner,Quick Bites
Indian Spice Food,Quick Bites
Northern Route,Quick Bites
Juice Junction,Quick Bites
Nisarga Garden,Quick Bites
Shanthi Sagar,Quick Bites
Hatti Kaapi,Quick Bites
Chetty's Coffee,Quick Bites
Amdo's Corner Tibetan Foods,Quick Bites
Indian Chicken Biryani Point,Quick Bites
Stars 'N' Stripes,Quick Bites
Sri Saravana Bhavan,Quick Bites
Koshy's,Bakery
Koshy's,Quick Bites
Hotel Fanoos,Quick Bites
Desi Vdesi,Quick Bites
Haji Ali Juice Centre,Quick Bites
Haji Ali Juice Centre,Beverage Shop
Domino's Pizza,Quick Bites
New Taj,Quick Bites
The Wok Shop,Quick Bites
Sri Udupi Park,Quick Bites
Hotel Dil Coorg,Quick Bites
Kabab Souq,Quick Bites
Shahi Family Restaurant,Quick Bites
New Kudla Family Resturant,Quick Bites
The Chocolate Heaven,Dessert Parlor
The Chocolate Heaven,Cafe
Chickpet Donne Biryani House,Quick Bites
Vishnu Sagar,Quick Bites
Mathsya Darshini,Quick Bites
SGS Non Veg - Gundu Pulav,Quick Bites
Masala Oota,Quick Bites
New Alameen Restaurant,Quick Bites
Fatima Bakery,Bakery
Fatima Bakery,Quick Bites
Ramji Chaiwale,Quick Bites
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,Quick Bites
Mel's Korner,Quick Bites
Hotel Ajantha,Quick Bites
Deccan Spices,Quick Bites
Goli Vada Pav No. 1,Quick Bites
Just Bake,Bakery
Just Bake,Quick Bites
Paratha Xpress,Quick Bites
Yauatcha Pâtisserie,Dessert Parlor
Adda,Quick Bites
Donne Biryani House,Quick Bites
Shilpa Veg,Quick Bites
New Udupi Upahar,Quick Bites
Donne Biriyani Mane,Quick Bites
Platter,Quick Bites
Hushy's Kitchen,Quick Bites
Tayabbs,Quick Bites
Kaati Zone,Quick Bites
Foody's,Quick Bites
Allana Kabab,Quick Bites
Five Star Chicken,Quick Bites
Firewood Biryani,Quick Bites
Hotel Metropole,Quick Bites
Ultra Biriyani Paradise,Quick Bites
The Grand Taj,Quick Bites
Faasos,Quick Bites
Vasudev Adiga's,Quick Bites
Mummy Dhaba,Quick Bites
Ram Prasad Veg,Quick Bites
North Indian Hotel,Quick Bites
Khally Wally,Quick Bites
Indira Darshini,Quick Bites
Gundappa Donne Biryani,Quick Bites
Container Coffee,Quick Bites
Royal Restaurant,Quick Bites
Shree Sadguru Refreshment,Quick Bites
Khan Saheb Grills and Rolls,Quick Bites
Chaitanya Veg,Quick Bites
New Arya Bhavan,Quick Bites
Bettaiah Military Hotel,Quick Bites
Maaheshwari Chaat Wala,Quick Bites
Sri Rama Coffee Shop,Quick Bites
New Star Hotel,Quick Bites
Radhika Veg Delite,Quick Bites
Pappu BC,Quick Bites
Satkar Upahar,Quick Bites
Apsara Hotel,Quick Bites
Sri Rama,Quick Bites
Metro Military Hotel,Quick Bites
Kabab Mela,Quick Bites
Lemon Rice,Quick Bites
Bhaiyaji Food Court,Quick Bites
Indy's Comfort Food,Quick Bites
Sri Krishna Upahar,Quick Bites
Vishwamitra Veg Restaurant,Quick Bites
Armani Kabab Centre,Quick Bites
Royal Tea House,Quick Bites
Shalimar Chaska,Quick Bites
Sri Krishna The Dhaba,Quick Bites
Lakshmi Hotel,Quick Bites
Madurai Hotel,Quick Bites
Spicy Gobi Magic,Quick Bites
Crunch Pizzas,Quick Bites
Safa Hotel,Quick Bites
Hotel New Sagar,Quick Bites
Banashankri Donne Biriyani,Quick Bites
K V Canteen,Quick Bites
Cool Joint,Quick Bites
Vyshali Food Corner,Quick Bites
Delhi Bhavan,Quick Bites
Sangam Kabab Corner,Quick Bites
Hotel Kanchan's Fish & Chicken,Quick Bites
Kavya Sagar,Quick Bites
Mr. Anbu'g Ambur Biryani,Quick Bites
R S Lunch Home,Quick Bites
Donne Biryani,Quick Bites
Sri Udupi Grand,Quick Bites
Gowdara Naati Mane,Quick Bites
Kanis Kitchen,Quick Bites
New Select Hotel,Quick Bites
Hotel Ashoka,Quick Bites
Bombay Food Express,Quick Bites
Sagar Chats,Quick Bites
Bhaiya Ji Food Court,Quick Bites
Tibbs Frankie,Quick Bites
Rescafe,Quick Bites
Tandoor Da Funda,Quick Bites
Hotel Vinitha,Quick Bites
Sultan Shah's Restaurant,Quick Bites
Sattuani,Quick Bites
Ashirwadh Delicacy,Quick Bites
Caffe Maven,Quick Bites
Sweet Chariot Cafe,Dessert Parlor
MDP Coffee House,Quick Bites
Bharathi Dosa Camp,Quick Bites
Galaxy 2 Restaurant,Quick Bites
Hammered,Pub
Hammered,Cafe
Eden Park,Casual Dining
Pasta Street,Casual Dining
Dolci Desserts,Cafe
Dolci Desserts,Dessert Parlor
The Culinarium,Cafe
The Culinarium,Dessert Parlor
Skylit - Citrus Hotels,Lounge
Banjara Melting Pot,Casual Dining
Shezan,Casual Dining
Infinitea Tea Room & Tea Store,Casual Dining
Infinitea Tea Room & Tea Store,Cafe
Mudpipe Cafe,Cafe
Siddique Kabab Centre,Casual Dining
Ramana's,Casual Dining
Thom's Bakery,Bakery
Thom's Bakery,Quick Bites
Red Lantern,Casual Dining
Chung's Chinese Corner,Casual Dining
Ta'aam,Casual Dining
Zodiac - Fortune Select JP Cosmos Hotel,Casual Dining
Hotel Nisarga Grand,Casual Dining
New Prashanth Naati Style,Casual Dining
One Atria Cafe,Casual Dining
Kamat Restaurant,Casual Dining
Tijouri,Fine Dining
Maratha Darshan,Quick Bites
Masala Central,Quick Bites
Chikkanna Tiffin Room,Quick Bites
Swasthaa,Casual Dining
SLN Lunch Home,Quick Bites
Chels Cafe,Cafe
Fish Factory-Citrus Hotel,Fine Dining
Sanman Veg,Quick Bites
Pai Vihar,Quick Bites
California Burrito,Quick Bites
24 Carats - The Capitol,Casual Dining
BISO - Citrus Hotels,Casual Dining
Samrudh Veg,Quick Bites
Chaithanya Andhra Style Family Restaurant,Casual Dining
Roll Junction,Quick Bites
The Whiskey Bar,Bar
Nostradamus Bar & Lounge,Bar
Mallige,Casual Dining
Happie Hippies,Quick Bites
Cloud Foods,Casual Dining
Talk Ease,Cafe
Srinidhi Real Food,Quick Bites
Al Sadique Restaurant,Quick Bites
Queens Food Corner,Quick Bites
Pizza Stop,Quick Bites
The French Loaf,Bakery
The French Loaf,Quick Bites
M9 - Citrus Hotels,Casual Dining
Tea and Wine Lounge,Cafe
Double Decker,Bar
Double Decker,Casual Dining
NoLimmits Lounge and Club,Club
Fava,Casual Dining
Fava,Bar
Arbor Brewing Company,Pub
Arbor Brewing Company,Microbrewery
The Permit Room,Casual Dining
The Permit Room,Bar
ShakesBierre,Microbrewery
ShakesBierre,Casual Dining
The Barn - Bar & Kitchen,Pub
Laughing Llama Gastropub,Bar
Laughing Llama Gastropub,Casual Dining
Pecos Classic,Pub
Pecos Classic,Casual Dining
Guzzlers Inn,Pub
Le Rock,Bar
Le Rock,Quick Bites
Fusion Lounge,Lounge
Flame Pub & Restaurant - Brigade Garden,Bar
Flame Pub & Restaurant - Brigade Garden,Casual Dining
The 13th Floor,Lounge
Communiti,Microbrewery
Communiti,Casual Dining
Skyye,Lounge
Kazé,Fine Dining
Shiro,Fine Dining
Shiro,Lounge
Farzi Cafe,Casual Dining
Farzi Cafe,Microbrewery
Hard Rock Cafe,Casual Dining
Hard Rock Cafe,Bar
MISU,Casual Dining
MISU,Bar
Bangalore Brew Works,Microbrewery
Bangalore Brew Works,Lounge
Fava,Casual Dining
Fava,Bar
Soda Bottle Opener Wala,Casual Dining
Soda Bottle Opener Wala,Irani Cafee
The Bar Stock Exchange,Pub
The Bar Stock Exchange,Casual Dining
The Biere Club,Pub
The Biere Club,Microbrewery
SkyDeck By Sherlock's,Pub
SkyDeck By Sherlock's,Casual Dining
Alchemy - The Chancery Pavilion,Microbrewery
Alchemy - The Chancery Pavilion,Casual Dining
Sanchez,Lounge
1Q1,Casual Dining
1Q1,Bar
RockSalt,Bar
RockSalt,Casual Dining
Hoppipola,Lounge
Bang - The Ritz-Carlton,Lounge
Easy Tiger,Bar
Easy Tiger,Casual Dining
Capri Gastrobar,Bar
Capri Gastrobar,Casual Dining
Bangalore Pub Exchange,Pub
Bangalore Pub Exchange,Casual Dining
The Open Box,Casual Dining
The Open Box,Bar
Russh Gastropub,Pub
20 Feet High,Casual Dining
20 Feet High,Bar
Amber Rush Restobar,Pub
Plan B,Casual Dining
Plan B,Pub
Coconut Grove,Casual Dining
Coconut Grove,Bar
Smaaash,Casual Dining
Smaaash,Pub
My Space - WelcomeHotel Bengaluru,Bar
Chin Lung Resto Bar,Bar
Fuel Resto Bar,Bar
Bootlegger,Pub
Ice - Taj MG Road Bengaluru,Club
i-Bar - The Park Bangalore,Lounge
Chugg,Pub
Scottish Pub,Bar
WYT RestroPub,Pub
ThrowBack - Pub & Dine,Bar
ThrowBack - Pub & Dine,Casual Dining
Downtown,Pub
The Ritz-Carlton Bar - The Ritz-Carlton,Lounge
Sphyre - Gateway Hotel,Lounge
Slounge - Lemon Tree Premier,Lounge
Aqua - The Park Bangalore,Lounge
Aqua - The Park Bangalore,Bar
Strikers Sports Bar and Music,Bar
Bar UNO - JW Marriott Bengaluru,Lounge
Liquid Lounge - Hyatt Centric MG Road,Lounge
Retro Lounge Bar,Bar
Mighty Small,Casual Dining
Mighty Small,Bar
White Plate,Casual Dining
White Plate,Bar
The Hub - Ibis Hotel,Bar
Page 3 Multicuisine Restaurant & Bar,Bar
MM Bar & Restaurant,Bar
Manhattan,Bar
Luscious - St. Mark's Hotel,Lounge
The Charlton Bar,Bar
Hammered,Pub
Hammered,Cafe
Skylit - Citrus Hotels,Lounge
The Whiskey Bar,Bar
Nostradamus Bar & Lounge,Bar
Tea and Wine Lounge,Cafe
Haagen Dazs,Dessert Parlor
Frolic,Dessert Parlor
Bombay Kulfis,Dessert Parlor
Sweet Truth,Delivery
Maxpresso,Cafe
Haji Ali Juice Centre,Beverage Shop
Haji Ali Juice Centre,Quick Bites
Cookie Man,Dessert Parlor
Gelato Italiano,Dessert Parlor
Juicy,Beverage Shop
The French Loaf,Bakery
Lakeview Milkbar,Dessert Parlor
Lakeview Milkbar,Cafe
Cake Box,Bakery
Brownie Heaven,Dessert Parlor
Bansuri Sweets,Sweet Shop
Bansuri Sweets,Quick Bites
Oh! Calcutta,Casual Dining
Oh! Calcutta,Bar
The Bar Stock Exchange,Pub
The Bar Stock Exchange,Casual Dining
Sunny's,Casual Dining
Sunny's,Bar
The Biere Club,Pub
The Biere Club,Microbrewery
SkyDeck By Sherlock's,Pub
SkyDeck By Sherlock's,Casual Dining
1Q1,Casual Dining
1Q1,Bar
RockSalt,Bar
RockSalt,Casual Dining
Mainland China,Casual Dining
Mainland China,Bar
Tree Tops Bar & Kitchen,Casual Dining
Tree Tops Bar & Kitchen,Bar
The Spice Bazaar,Casual Dining
The Spice Bazaar,Bar
Easy Tiger,Bar
Easy Tiger,Casual Dining
Capri Gastrobar,Bar
Capri Gastrobar,Casual Dining
Bangalore Pub Exchange,Pub
Bangalore Pub Exchange,Casual Dining
The Open Box,Casual Dining
The Open Box,Bar
Russh Gastropub,Pub
The Rice Bowl,Casual Dining
The Rice Bowl,Bar
Carnival de Goa,Casual Dining
Carnival de Goa,Bar
20 Feet High,Casual Dining
20 Feet High,Bar
Amber Rush Restobar,Pub
Coconut Grove,Casual Dining
Coconut Grove,Bar
Smaaash,Casual Dining
Smaaash,Pub
Riwaz - The Ritz-Carlton,Fine Dining
Riwaz - The Ritz-Carlton,Bar
The Grill House,Casual Dining
The Grill House,Bar
My Space - WelcomeHotel Bengaluru,Bar
Chin Lung Resto Bar,Bar
Puran da Dhaba - The Pride Hotel,Casual Dining
Puran da Dhaba - The Pride Hotel,Bar
Ging - Royal Orchid Central,Bar
Ging - Royal Orchid Central,Casual Dining
Fuel Resto Bar,Bar
The Lantern Restaurant & Bar - The Ritz-Carlton...,Fine Dining
The Lantern Restaurant & Bar - The Ritz-Carlton...,Bar
Bootlegger,Pub
Tiger Trail - Ramada Hotel,Casual Dining
Tiger Trail - Ramada Hotel,Bar
Matsuri - The Chancery Hotel,Casual Dining
Matsuri - The Chancery Hotel,Bar
EatWater,Casual Dining
EatWater,Bar
Fort Kochi,Casual Dining
Fort Kochi,Bar
Chugg,Pub
Scottish Pub,Bar
WYT RestroPub,Pub
ThrowBack - Pub & Dine,Bar
ThrowBack - Pub & Dine,Casual Dining
South Parade - The Chancery Hotel,Casual Dining
South Parade - The Chancery Hotel,Bar
Downtown,Pub
Aqua - The Park Bangalore,Lounge
Aqua - The Park Bangalore,Bar
Strikers Sports Bar and Music,Bar
