name,cuisines
Chaska Bun,Fast Food
Rang De Basanthi,North Indian
Rang De Basanthi,South Indian
Rang De Basanthi,Chinese
Crown Gold,South Indian
Crown Gold,Chinese
Crown Gold,Seafood
Subway,Salad
Subway,Fast Food
Guns N Roses,Fast Food
Guns N Roses,Biryani
Delite Chaat House,Street Food
Delite Chaat House,Gujarati
Rolls Mania,Rolls
Rolls Mania,Fast Food
Sagar Fast Food,South Indian
Sagar Fast Food,North Indian
Sagar Fast Food,Fast Food
Namma Biriyani,Biryani
Namma Biriyani,Chinese
Namma Biriyani,North Indian
Mizo Kitchen,North Eastern
Mizo Kitchen,Chinese
Dosa Plaza,South Indian
Dosa Plaza,North Indian
Dosa Plaza,Chinese
Dosa Plaza,Beverages
Taste of Nepal,Chinese
Sri Krishna Sagar,South Indian
Indore Eat Restaurant,Street Food
Indore Eat Restaurant,South Indian
Raj Rasoi,North Indian
Raj Rasoi,Chinese
A3 Nuwang Kitchen,Chinese
A3 Nuwang Kitchen,North Indian
Mountain Spice,Chinese
Chetty's Corner,Fast Food
Chetty's Corner,Pizza
Chetty's Corner,Sandwich
Little Kolkata,Bengali
Little Kolkata,North Indian
Ambur Biryani,Biryani
Ambur Biryani,Chinese
Falahaar,North Indian
Falahaar,Street Food
Ganesh Restaurant,Chinese
Ganesh Restaurant,Street Food
Chapati House,North Indian
Agraharaa,South Indian
PORKEATS,Goan
PORKEATS,Mangalorean
Rolls & Co,Burger
Rolls & Co,Beverages
Rolls & Co,Rolls
Rimo,Tibetan
Rimo,Asian
Rimo,Momos
Foody's Land,Fast Food
Lakeview Milkbar,Desserts
Lakeview Milkbar,Cafe
Lakeview Milkbar,Fast Food
Biggies Burger 'n' More,Cafe
Biggies Burger 'n' More,Burger
Biggies Burger 'n' More,Fast Food
Ghee Positive,North Indian
Ghee Positive,Chinese
Mitran Da Junction,North Indian
Rollin,Continental
Rollin,Pizza
Rollin,Chinese
Five Star Chicken,Fast Food
Five Star Chicken,Burger
Sri Vishnu Upahar,North Indian
Sri Vishnu Upahar,South Indian
Shanthi Sagar,South Indian
Peppers,North Indian
Peppers,Chinese
Flavour of Himalaya,Asian
Chill-Um Cafe,Cafe
Chill-Um Cafe,Chinese
Chill-Um Cafe,Continental
Village Donne Biryani,Biryani
Litti Twist,Bihari
Litti Twist,North Indian
The Enav Bowl,Healthy Food
The Enav Bowl,Beverages
The Enav Bowl,Mexican
The Enav Bowl,Burger
The Enav Bowl,Italian
Cochin Connection,Kerala
Cochin Connection,South Indian
Pizza Stop,Pizza
Pizza Stop,Italian
Jeevika Donne Biryani,Biryani
Jeevika Donne Biryani,Chinese
Jeevika Donne Biryani,Fast Food
Hungry Paunch,Bengali
Hungry Paunch,Bihari
Kinpeetos,Lebanese
Kinpeetos,Greek
Paratha Singh Pakora King,Rajasthani
Paratha Singh Pakora King,North Indian
Paratha Singh Pakora King,Street Food
Bawarchi Biryani,Biryani
Bawarchi Biryani,South Indian
C Kosila Kitchen,North Indian
Natuna Seafood House,Seafood
Biryani Foodies,Biryani
Biryani Foodies,Mughlai
Malabar Xpress,South Indian
Malabar Xpress,Kerala
The Green Room,Continental
Kaati Zone,Fast Food
Kaati Zone,Biryani
Kaati Zone,Rolls
TOKI Taco House,Mexican
Daily Bread,Bakery
Daily Bread,Fast Food
Daily Bread,Italian
Food And You,North Indian
Food And You,Gujarati
Al-Hyatt,Biryani
Al-Hyatt,Chinese
Southern Stop,South Indian
Lime Twist,Fast Food
Lime Twist,Beverages
Ksheera Sagar,South Indian
Ksheera Sagar,North Indian
Shyamali Fast Food Kolkata Style,Biryani
Shyamali Fast Food Kolkata Style,Chinese
Shyamali Fast Food Kolkata Style,North Indian
Maa Durga Fast Food,North Indian
Maa Durga Fast Food,Chinese
KF's Biryani's and Kababs,Biryani
KF's Biryani's and Kababs,Kebab
Burger Lounge,Burger
Burger Lounge,Fast Food
Burger Lounge,Beverages
North Indian Tadka,Chinese
North Indian Tadka,North Indian
Eat Sleep Eat Repeat,Chinese
Eat Sleep Eat Repeat,North Indian
Eat Sleep Eat Repeat,Continental
Pai's Kitchen,South Indian
One Stop MARATHA,Maharashtrian
Blue Berry Cool Corner,Fast Food
Blue Berry Cool Corner,Beverages
Marahaba,Arabian
Marahaba,Mediterranean
Hasini Foods,Andhra
Hasini Foods,Chinese
Hasini Foods,North Indian
Chung Shan Chinese Restaurant,Chinese
Chung Shan Chinese Restaurant,Momos
Dosalicious,South Indian
Ascharya Hotel,Mangalorean
Ascharya Hotel,South Indian
NGV Fast Food,North Indian
NGV Fast Food,Fast Food
Falafel Bistro,Arabian
Falafel Bistro,Lebanese
Falafel Bistro,Chinese
Cool Point,Juices
Cool Point,Fast Food
Mysore Carnival Restaurant,Chinese
Mysore Carnival Restaurant,Kerala
Mysore Carnival Restaurant,North Indian
Mysore Carnival Restaurant,South Indian
The Breakfast Truck,Continental
The Fresh Factor,Juices
The Fresh Factor,Sandwich
Krupa Sagar,North Indian
Krupa Sagar,South Indian
Krupa Sagar,Chinese
Krupa Sagar,Street Food
Egg House,Continental
Egg House,Italian
Egg House,Fast Food
S.W.A.T Food Truck,American
S.W.A.T Food Truck,Fast Food
Shahi Dasterkhwan,North Indian
Shahi Dasterkhwan,Kebab
Shahi Dasterkhwan,Mughlai
DeliToons,Sandwich
DeliToons,Pizza
DeliToons,Salad
Maven Foods,Continental
Maven Foods,North Indian
Maven Foods,South Indian
Bharathi Refreshments,South Indian
Bharathi Refreshments,North Indian
Hotel Oottupura,South Indian
Dry Dock Cafe,Street Food
Dry Dock Cafe,Tea
Rolls On Wheel,Fast Food
Rolls On Wheel,Rolls
Jayanthi Sagar,South Indian
Jayanthi Sagar,North Indian
Jayanthi Sagar,Chinese
Kanha's Kafe,Awadhi
Kanha's Kafe,Bihari
Kanha's Kafe,Fast Food
Kanha's Kafe,Ice Cream
Kanha's Kafe,Mithai
FrostBite,Desserts
FrostBite,Fast Food
Navaneetha,Andhra
Navaneetha,Chinese
Lets cafe,Chinese
Lets cafe,North Indian
Mr. Meow's Hotdogs,Fast Food
Blu Dale Fast Food,Chinese
Blu Dale Fast Food,North Indian
Blu Dale Fast Food,Andhra
Blu Dale Fast Food,Seafood
Al Hayath Ambur Biryani,Biryani
Cauvery Fast Food,Chinese
Tapri By The Corner,Fast Food
Calvin's,Desserts
Kevins Kitchen,North Indian
Kevins Kitchen,Chinese
Kevins Kitchen,Biryani
Hotel Marina,North Indian
Hotel Marina,Chinese
Hotel Marina,South Indian
Chun Li,Chinese
Shanghai Times,Chinese
Shanghai Times,Momos
The Tiffin Express,South Indian
Sulaimani Chai,Fast Food
Sulaimani Chai,Beverages
Khan Saheb Grills and Rolls,Fast Food
Khan Saheb Grills and Rolls,Rolls
Dhang Ka Khana,North Indian
Sri Ganesh Juice Corner,Juices
Sri Ganesh Juice Corner,Fast Food
AB's - Absolute Barbecues,European
AB's - Absolute Barbecues,Mediterranean
AB's - Absolute Barbecues,North Indian
AB's - Absolute Barbecues,BBQ
The Globe Grub,Continental
The Globe Grub,North Indian
The Globe Grub,Asian
The Globe Grub,Italian
Punjabi by Nature 2.0,North Indian
Roots,North Indian
Roots,South Indian
Roots,Chinese
Roots,Continental
Roots,Mangalorean
"3B's - Buddies, Bar & Barbecues",North Indian
"3B's - Buddies, Bar & Barbecues",Mediterranean
"3B's - Buddies, Bar & Barbecues",European
"3B's - Buddies, Bar & Barbecues",BBQ
Pin Me Down,Continental
Pin Me Down,Mexican
Pin Me Down,Chinese
Pin Me Down,North Indian
Bistro Claytopia,Cafe
Bistro Claytopia,American
Bistro Claytopia,Italian
Bistro Claytopia,Burger
B-hive,Finger Food
B-hive,North Indian
Mudpipe Cafe,Cafe
Mudpipe Cafe,Continental
Mudpipe Cafe,Burger
Cafe Thulp,Cafe
Cafe Thulp,Burger
Cafe Thulp,Italian
Cafe Thulp,Salad
Moghul Durbar Restaurant,North Indian
Moghul Durbar Restaurant,BBQ
Moghul Durbar Restaurant,Kebab
Moghul Durbar Restaurant,Rolls
Malabar Bay,Kerala
Malabar Bay,Seafood
Malabar Bay,Chinese
Malabar Bay,Biryani
Malabar Bay,Juices
Fattoush,Arabian
Fattoush,Mughlai
Fattoush,Biryani
Fattoush,North Indian
Fattoush,Chinese
Fattoush,Seafood
Koshe Kosha,Bengali
Koshe Kosha,Seafood
Petoo,North Indian
Petoo,Fast Food
Petoo,Street Food
Narmadha's Hyderabad Biriyani,Biryani
Narmadha's Hyderabad Biriyani,Hyderabadi
Savoury - Sea Shell Restaurant,Arabian
Savoury - Sea Shell Restaurant,North Indian
Savoury - Sea Shell Restaurant,Chinese
Savoury - Sea Shell Restaurant,Fast Food
Hotel Godavari,Andhra
Hotel Godavari,Chinese
Hotel Godavari,North Indian
Hotel Godavari,Biryani
Jose's Mess,Kerala
Jose's Mess,South Indian
Jose's Mess,Biryani
Dadi's Dum Biryani,Biryani
Dadi's Dum Biryani,North Indian
Dadi's Dum Biryani,Mughlai
Cafe Terra,Cafe
Cafe Terra,Continental
Biryani Spot,South Indian
Biryani Spot,Biryani
Thottathil Restaurant,Kerala
Thottathil Restaurant,South Indian
Thottathil Restaurant,Biryani
KKR Foodies,Fast Food
KKR Foodies,North Indian
Savoury Restaurant,Arabian
Savoury Restaurant,North Indian
Savoury Restaurant,Chinese
Savoury Restaurant,Fast Food
Pecos Hideout,Finger Food
King Punjabi Restaurant,North Indian
Sharma's Malai & Masala,North Indian
Punjabi Nawabi,North Indian
Grillopia,Italian
Grillopia,American
Grillopia,Fast Food
Grillopia,Wraps
Grillopia,Rolls
Grillopia,Salad
Alankrutha,North Indian
Alankrutha,Chinese
Chicken County Grand,North Indian
Chicken County Grand,Chinese
Bengali Fun Foods,Bengali
Bengali Fun Foods,North Indian
Birinz,Biryani
Birinz,Chinese
Birinz,Mughlai
Birinz,Fast Food
Birinz,Kebab
Ilyazsab Shawarma Cafe,Fast Food
Ilyazsab Shawarma Cafe,Rolls
Pingara,North Indian
Pingara,Chinese
Pingara,Mangalorean
Royal View Restaurant,North Indian
Royal View Restaurant,Chinese
Royal View Restaurant,Arabian
Ramji Chaiwale,Beverages
Ramji Chaiwale,Fast Food
Empark Inn Restaurant,North Indian
Empark Inn Restaurant,Chinese
Empark Inn Restaurant,South Indian
Lounge 189,Continental
Lounge 189,Italian
Curry Leaves,Andhra
Curry Leaves,North Indian
Curry Leaves,Chinese
Hakka Chinese Restaurant,Chinese
Hakka Chinese Restaurant,Thai
ThrowBack - Pub & Dine,Italian
ThrowBack - Pub & Dine,North Indian
ThrowBack - Pub & Dine,Continental
Gyani Da Punjabi Dhaba,North Indian
Gyani Da Punjabi Dhaba,Chinese
El Salver,North Indian
El Salver,Chinese
El Salver,South Indian
New Gongura's,Andhra
New Gongura's,Biryani
New Gongura's,North Indian
New Gongura's,Chinese
C. K. Mega Hot Food,Chinese
C. K. Mega Hot Food,Momos
New Friends,North Indian
New Friends,Continental
New Friends,Chinese
New Friends,Steak
BrotherÂs Bar & Kitchen,Chinese
BrotherÂs Bar & Kitchen,North Indian
Hyderabad Bawarchi,North Indian
Hyderabad Bawarchi,Biryani
Hyderabad Bawarchi,Chinese
Awesome Foods,Chinese
Awesome Foods,North Indian
Muthashy's,Kerala
Muthashy's,South Indian
Muthashy's,Chinese
Kannur Food Point,Kerala
Kannur Food Point,Chinese
Royal Paris,North Indian
Royal Paris,Arabian
Royal Paris,Chinese
Cafe Fattoush,Cafe
Cafe Fattoush,Lebanese
Ambur Star Briyani,Biryani
Ambur Star Briyani,Chettinad
Ambur Star Briyani,Chinese
Mecaf Family Restaurant,North Indian
Mecaf Family Restaurant,Chinese
Mecaf Family Restaurant,Fast Food
Mecaf Family Restaurant,Rolls
Mecaf Family Restaurant,Beverages
New Prashanth Hotel,South Indian
New Prashanth Hotel,Biryani
New Prashanth Hotel,Chinese
New Prashanth Hotel,North Indian
City Durbar,North Indian
City Durbar,Chinese
City Durbar,Biryani
Hyderabadi Biryani Hub,Biryani
Hyderabadi Biryani Hub,North Indian
Hyderabadi Biryani Hub,Chinese
Amaravati,North Indian
Amaravati,Chinese
Navya Foods,North Indian
Navya Foods,Fast Food
Black Cup Cafe,Cafe
Black Cup Cafe,Fast Food
Black Cup Cafe,Beverages
Tandoor Garden,North Indian
Tandoor Garden,Chinese
Tandoor Garden,Kebab
Mars Chicken Delight,North Indian
Mars Chicken Delight,Chinese
Mars Chicken Delight,Biryani
Mars Chicken Delight,Beverages
Xpress Chai,Tea
Head's Or Tail's,Finger Food
Head's Or Tail's,North Indian
Head's Or Tail's,Chinese
Darshan Paradise Restaurant,North Indian
Darshan Paradise Restaurant,Chinese
The Wok Shop,Asian
The Wok Shop,Chinese
The Wok Shop,Momos
The Wok Shop,Fast Food
The Wok Shop,Indonesian
The Wok Shop,Korean
Alfa Family Restaurant,North Indian
Alfa Family Restaurant,Arabian
Alfa Family Restaurant,Chinese
Sri Vishnu Park,South Indian
Sri Vishnu Park,North Indian
Sri Vishnu Park,Chinese
Kabab Ghar,Biryani
Kabab Ghar,North Indian
Kabab Ghar,Kebab
Karavali Kolimane,Mangalorean
Karavali Kolimane,Chinese
Karavali Kolimane,North Indian
Sahana's (Nati Style),North Indian
Falooda Cafe,Beverages
Falooda Cafe,Desserts
Yeti,Fast Food
Yeti,Desserts
Yeti,Ice Cream
Sai Mango Tree,North Indian
Sai Mango Tree,Chinese
Pani Kum Chai,Fast Food
Ashirvaad Grand,Chinese
Ashirvaad Grand,North Indian
Ashirvaad Grand,South Indian
New Surya Sweets & Snacks,Mithai
New Surya Sweets & Snacks,Fast Food
Nadan Thattukada,Kerala
Nadan Thattukada,South Indian
New Tasty Cafeteria,North Indian
New Tasty Cafeteria,Kerala
Amdo's Corner Tibetan Foods,Tibetan
Amdo's Corner Tibetan Foods,Momos
Avon Bar & Kitchen,Andhra
Avon Bar & Kitchen,Chinese
Avon Bar & Kitchen,North Indian
Punjabi Chulha,North Indian
Tree Top,Continental
Tree Top,Chinese
Tree Top,North Indian
Tree Top,South Indian
Fogg,Continental
Fogg,Italian
Fogg,Beverages
Just Sandwiches,Sandwich
Hotel Janatha,South Indian
Cafe Arabica,Cafe
Cafe Arabica,Bakery
Cafe Arabica,Arabian
Cafe Arabica,Fast Food
Aaccord Restaurant,Continental
Aaccord Restaurant,North Indian
Aaccord Restaurant,Chinese
Krishna Vaibhava,North Indian
Krishna Vaibhava,South Indian
Under The Hood,Salad
Under The Hood,Healthy Food
Under The Hood,Street Food
Anda Ka Funda,North Indian
Anda Ka Funda,Chinese
Anda Ka Funda,Rolls
Indian Chicken Biryani Point,Biryani
Indian Chicken Biryani Point,South Indian
Kabab Magic,North Indian
Kabab Magic,Kebab
Kabab Magic,Fast Food
Swad Punjab Da,North Indian
Nanna Munna Paratha House,North Indian
Srinivasa Mess,Andhra
Srinivasa Mess,Chinese
Tawa Sagara,Mangalorean
Tawa Sagara,Seafood
Abhiruchi Hotel,Andhra
Abhiruchi Hotel,Biryani
Abhiruchi Hotel,Chinese
Abhiruchi Hotel,North Indian
Abhiruchi Hotel,Seafood
Abhiruchi Hotel,South Indian
Malabar Cafe,South Indian
Malabar Cafe,Kerala
Malabar Cafe,Biryani
Afghani Tandoori Hub,Arabian
Afghani Tandoori Hub,Afghan
Zam Zam Darbar,North Indian
Zam Zam Darbar,Biryani
Zam Zam Darbar,Chinese
Indus Family Restaurant,North Indian
Indus Family Restaurant,Biryani
Indus Family Restaurant,Chinese
Lucknowiz,Lucknowi
Lucknowiz,Chinese
Just Shawarma,Arabian
Al Hayath,North Indian
Al Hayath,Chinese
Khaja Point,North Indian
Khaja Point,Chinese
Khaja Point,Biryani
Aata's Kitchen,South Indian
Aata's Kitchen,North Indian
Mayur,Andhra
Mayur,North Indian
Mayur,Chinese
Mayur,Seafood
Akshaya Grand,North Indian
Bakers Town,Cafe
Bakers Town,Continental
Bakers Town,Fast Food
Sagar Fast Food,South Indian
Sagar Fast Food,Chinese
Sagar Fast Food,North Indian
Cravy Wings,American
Cravy Wings,Burger
Cravy Wings,Fast Food
All Aromas,North Indian
All Aromas,Biryani
Bake and Juice,Fast Food
Bake and Juice,North Indian
Taste Of Malabar,South Indian
Taste Of Malabar,Kerala
Taste Of Malabar,Chinese
Hungry Lee,Chinese
Hungry Lee,Thai
Hungry Lee,Asian
Kannoor Restaurant,Kerala
Kannoor Restaurant,Chinese
Kannoor Restaurant,South Indian
Kannoor Restaurant,North Indian
Kairali,South Indian
Kairali,Seafood
Kairali,Biryani
BTM Ghar ka Khana,North Indian
Rolls On Wheels,Fast Food
Indori Chatorey,North Indian
Indori Chatorey,Street Food
The Biriyani Pedia,Biryani
The Biriyani Pedia,North Indian
Body Temple,Healthy Food
Rajveena Kitchen,North Indian
Rajveena Kitchen,Fast Food
Rajveena Kitchen,Biryani
Rajveena Kitchen,Chinese
Royal Biryani Kitchen,Biryani
Royal Biryani Kitchen,North Indian
Royal Biryani Kitchen,Kebab
Garage Food Company,Chinese
Garage Food Company,Momos
Champaran Spice,North Indian
Bisimillah Biriyani,Biryani
Bisimillah Biriyani,Fast Food
Kesar Sweet Shop and Fast Food,North Indian
Kesar Sweet Shop and Fast Food,South Indian
Kesar Sweet Shop and Fast Food,Chinese
Kesar Sweet Shop and Fast Food,Street Food
Kesar Sweet Shop and Fast Food,Mithai
Tasty Magic,Chinese
Tasty Magic,North Indian
Bawarchi Inn,North Indian
Bawarchi Inn,Biryani
Bawarchi Inn,Andhra
Bawarchi Inn,Chinese
3 Spice,North Indian
3 Spice,Chinese
Vijayalakshmi Veg,South Indian
Hungry Lion,Street Food
Hungry Lion,Beverages
Golden China,Chinese
Yo! Thali,North Indian
Yo! Thali,South Indian
Yo! Thali,Chinese
Nandanam Family Restaurant,Kerala
Nandanam Family Restaurant,Chinese
Nandanam Family Restaurant,South Indian
Parathe Wali Gali,North Indian
Hotel Ruchi Priya,North Indian
Arabian Bites,North Indian
Arabian Bites,Chinese
Swaadam Veg,South Indian
Swaadam Veg,Chinese
Upahara Sagar,South Indian
Upahara Sagar,North Indian
Upahara Sagar,Chinese
Cafe Alchemist,Fast Food
Cafe Alchemist,Juices
Veruthe Oru Thattukada,Kerala
Veruthe Oru Thattukada,South Indian
Sri Krishna Kitchen,Fast Food
Namma Kadai,South Indian
Kapoor's Biriyani,Biryani
Kapoor's Biriyani,North Indian
Ammus Hot N Cool,North Indian
Ammus Hot N Cool,Fast Food
Ammus Hot N Cool,Kebab
Ammus Hot N Cool,Rolls
Ammus Hot N Cool,Beverages
Golden Grill Restaurant,Arabian
Golden Grill Restaurant,Chinese
Golden Grill Restaurant,North Indian
Golden Grill Restaurant,Kerala
Golden Grill Restaurant,Seafood
Eat N Drink,Fast Food
Eat N Drink,Beverages
Sk Grand Hotel,South Indian
Nile Garden Restaurant,North Indian
Nile Garden Restaurant,Fast Food
Nile Garden Restaurant,Chinese
Nile Garden Restaurant,Beverages
Aroma Fine Dine,North Indian
Aroma Fine Dine,Mughlai
Aroma Fine Dine,Chinese
Aroma Fine Dine,South Indian
Chef Baker's,Bakery
Allana Kabab,North Indian
Subham Pal Kitchen,North Indian
Subham Pal Kitchen,Chinese
Swad Restaurant,North Indian
Swad Restaurant,Chinese
Whooppeezz,Italian
Whooppeezz,Pizza
Invitation Bar & Restaurant,North Indian
Vijaya Sagar,South Indian
Vijaya Sagar,North Indian
Vijaya Sagar,Chinese
Smoothie Hub,Ice Cream
Smoothie Hub,Beverages
Wellness Cafe,Cafe
Wellness Cafe,Healthy Food
M World Cafe,Cafe
New Grand Restaurant,North Indian
New Grand Restaurant,South Indian
New Grand Restaurant,Biryani
Desi Vibes,North Indian
Desi Vibes,Chinese
New Royal Treat,North Indian
New Royal Treat,Chinese
Omleterian,American
Omleterian,Continental
Sri Saravana Bhavan,South Indian
Zafron Cafe,Beverages
Zafron Cafe,Fast Food
Fillers,North Indian
Fillers,Fast Food
Tiwari's,North Indian
Tiwari's,Street Food
Zanzibar - Davanam Sarovar Portico Suites,Finger Food
Skywalk Restobar,North Indian
Skywalk Restobar,South Indian
Gangothri Kabab Corner,North Indian
Thalassery Cafe,Street Food
Aaharaa,North Indian
Maruti Garden,North Indian
Maruti Garden,Kerala
Savandh's Kitchen - Donne Biryani,Biryani
Savandh's Kitchen - Donne Biryani,South Indian
Anvar Bhai's,North Indian
Crystal Grandeur,North Indian
Crystal Grandeur,Chinese
Crystal Grandeur,Continental
Nawab-E-Khana,North Indian
Nawab-E-Khana,Biryani
Ghar Ka Khana,North Indian
Kataria's Home Food,North Indian
Kataria's Home Food,Chinese
The Biriyani Factory,North Indian
The Biriyani Factory,Biryani
Cafe 58,Fast Food
Cafe 58,Biryani
Melt,Continental
Melt,Steak
Melt,Fast Food
Tawa,North Indian
Little Kitchen,Salad
Little Kitchen,Biryani
Little Kitchen,Chinese
Little Kitchen,North Indian
Little Kitchen,Kerala
Little Kitchen,Desserts
Little Kitchen,Seafood
Little Kitchen,South Indian
Chefie,Continental
Chefie,Fast Food
Chefie,Italian
Chefie,North Indian
Ghee Biryani House,North Indian
Ghee Biryani House,Biryani
Ghee Biryani House,Chinese
Ghee Biryani House,Arabian
Cafe 221B,Cafe
Cafe 221B,Beverages
Kor Cafe,Kerala
Habitts,Fast Food
Habitts,Burger
Habitts,Italian
Habitts,Beverages
Al Habibi Restaurant,North Indian
Al Habibi Restaurant,Chinese
Indian Paratha Factory,North Indian
Sher-E-Punjab,North Indian
Sher-E-Punjab,Chinese
Appam & Curry,Kerala
Appam & Curry,South Indian
Neer Dosa Fish Land,Seafood
Neer Dosa Fish Land,Mangalorean
Juice Point,Juices
Juice Point,Beverages
Juice Point,Fast Food
Seekers Cafe,Italian
Seekers Cafe,Continental
Dash In,North Indian
Dash In,Chinese
Dash In,Kerala
Loca Moca,Cafe
Loca Moca,Continental
De Street Cafe,Cafe
Cafe Hush,Cafe
Cafe Hush,Fast Food
Hunger Buds,North Indian
Multi Kitchen,North Indian
Multi Kitchen,Chinese
Desi Vdesi,Fast Food
Desi Vdesi,North Indian
Desi Vdesi,Rolls
Miss Momo,Tibetan
Miss Momo,Momos
Jayanagara Donne Biryani,Biryani
Jayanagara Donne Biryani,South Indian
Mangalore Lunch Home,North Indian
Mangalore Lunch Home,South Indian
Mangalore Lunch Home,Mangalorean
David's Kitchen,North Indian
David's Kitchen,South Indian
David's Kitchen,Chinese
Jigarthanda,Fast Food
Jigarthanda,Desserts
Jigarthanda,Rolls
Kitchen King,South Indian
Kitchen King,North Indian
Kitchen King,Chinese
Nanu's Shawarma,Chinese
Nanu's Shawarma,Arabian
Nanu's Shawarma,Rolls
Borah's Kitchen,North Indian
Borah's Kitchen,Chinese
Chef Master,Kerala
Chef Master,North Indian
Chef Master,Chinese
Adithya,North Indian
Adithya,Chinese
Khan's Biryani,Biryani
Khan's Biryani,North Indian
Armaani Caffe,Fast Food
Armaani Caffe,Beverages
Xpress Dhaba,North Indian
Chicken Corner,Biryani
Chicken Corner,North Indian
Chicken Corner,Fast Food
Chicken Corner,Chinese
HOTEL VKM,South Indian
Tomago Roast,Fast Food
Tomago Roast,Beverages
Singh Punjabi Dhaba,North Indian
Singh Punjabi Dhaba,Chinese
Magix's Parattha Roll,Fast Food
Magix's Parattha Roll,North Indian
Magix's Parattha Roll,Chinese
Magix's Parattha Roll,Mughlai
Magix's Parattha Roll,Rolls
Bharathi Refreshments,South Indian
Sri Vishnupriya,South Indian
Sri Vishnupriya,North Indian
Sri Vishnupriya,Chinese
Hotel Paradise,Fast Food
Punjabi Daawat,North Indian
Aarya Pork Hotel,South Indian
Aarya Pork Hotel,Biryani
Aarya Pork Hotel,Chinese
Ma-Arya Family Restaurant,Biryani
Ma-Arya Family Restaurant,South Indian
Ma-Arya Family Restaurant,North Indian
Ma-Arya Family Restaurant,Chinese
Ma-Arya Family Restaurant,Andhra
Sri Durga Cane Fresh,Juices
Sri Durga Cane Fresh,Beverages
Sri Durga Cane Fresh,Fast Food
Famous Dum Biriyani,Biryani
Amravathi Restaurants & Caterers,North Indian
Amravathi Restaurants & Caterers,Chinese
Shater Grill House,North Indian
Shater Grill House,Arabian
Shater Grill House,Chinese
Ghee Rice Family Restaurant,North Indian
Ghee Rice Family Restaurant,Chinese
Ghee Rice Family Restaurant,Biryani
Benzys,Arabian
Benzys,Chinese
Benzys,Hyderabadi
Benzys,Kerala
The Bar Therapy,Continental
The Bar Therapy,Chinese
Armani Kabab Centre,North Indian
Armani Kabab Centre,Fast Food
Ambur Star Dum Biriyani,Biryani
MAG A1 Biryani Point,Biryani
MAG A1 Biryani Point,Mughlai
Shalimar Chaska,Fast Food
Shalimar Chaska,Chinese
Bismillah Ambur Biryani,Biryani
Y Not Shawarma,Arabian
RK Fast Food,South Indian
RK Fast Food,Chinese
Zed Cafe,Kerala
Zed Cafe,South Indian
Zed Cafe,Desserts
Kshera Sagar,North Indian
Kshera Sagar,Chinese
Salkara Malabar Kitchen,North Indian
Salkara Malabar Kitchen,Chinese
Chorum Curryum,Chinese
Chorum Curryum,Kerala
Chorum Curryum,South Indian
Green Mango Restaurant,Kerala
Green Mango Restaurant,South Indian
Pakiza Dilli Darbar Restaurant,Biryani
2nd Home Restaurant,South Indian
2nd Home Restaurant,North Indian
2nd Home Restaurant,Chinese
Royal's Biryani,Biryani
The Cuboidal,Fast Food
The Cuboidal,Beverages
The Cuboidal,Sandwich
Deepam Tiffins,South Indian
Deepam Tiffins,North Indian
Deepam Tiffins,Chinese
Pout,Beverages
Chettinad Food House,South Indian
Chettinad Food House,Chettinad
Chettinad Food House,North Indian
Thrupthi Restaurant,Kerala
Kshatriya's Biriyani House,Biryani
Udupi Upahara,South Indian
Udupi Upahara,North Indian
Panchami Garden,South Indian
Panchami Garden,North Indian
Kaaka T Cafe,Fast Food
Food Junction,North Indian
Food Junction,Chinese
Food Junction,Street Food
Food Junction,Biryani
Boston Barista - Kappayum Curriyum,Kerala
Kavya Sagar,South Indian
Kavya Sagar,North Indian
Karavali Lunch Home,Kerala
Little Shangai,Chinese
Little Shangai,North Indian
Little Shangai,Fast Food
Bruncherz,North Indian
Bruncherz,Chinese
What the Food,North Indian
What the Food,Chinese
What the Food,Fast Food
Martino's,Italian
Martino's,Pizza
Sri Udupi Sagar,South Indian
Tummy Delight,North Indian
Essential Kitchen,Chinese
Essential Kitchen,Fast Food
New Farm Fresh,Italian
New Farm Fresh,Pizza
Amrutha Mess,Kerala
Desi Adda,North Indian
Desi Adda,Chinese
Two States,North Indian
Two States,South Indian
Two States,Chinese
Two States,Street Food
Sri Sapana Dhaba,North Indian
Bamboo Heights,Chinese
Bamboo Heights,Fast Food
Bamboo Heights,Continental
Dine in Restaurant,South Indian
Dine in Restaurant,North Indian
Dine in Restaurant,Chinese
Adithya Family Restaurant,South Indian
Top Foam Parantha Roll & Juice Centre,North Indian
Top Foam Parantha Roll & Juice Centre,Chinese
Top Foam Parantha Roll & Juice Centre,Fast Food
Top Foam Parantha Roll & Juice Centre,Rolls
Basawa Hotel,South Indian
Ambur Azad Darbar,North Indian
Ambur Azad Darbar,Fast Food
Ambur Azad Darbar,Biryani
Royal India Kabab Corner,Fast Food
Ambur Biriyani Point,Biryani
Anamika Roll Centre,North Indian
Anamika Roll Centre,Fast Food
Anamika Roll Centre,Rolls
Hotel Muthu,South Indian
Brew Cafe,Fast Food
Friend's Kitchen,South Indian
Friend's Kitchen,Chinese
South Side,South Indian
South Side,Beverages
Coal Grill & Cafe,Arabian
Tit Bits,North Indian
Tit Bits,Fast Food
GR Foods,Andhra
GR Foods,Biryani
C K Bake & Juice,Juices
C K Bake & Juice,Street Food
Desi Bites,Street Food
The Grand Kitchen Restaurant,North Indian
The Grand Kitchen Restaurant,Chinese
Crunch Pizzas,Italian
